ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
8001,30000,1,2,1,62,0,0,0,-2,-2,-2,11188,2990,0,0,0,0,1000,0,0,0,0,0,0
8002,140000,2,2,1,26,0,0,0,0,0,0,41547,40925,36775,35877,34812,33899,2000,1800,1300,1400,1400,1000,0
8003,490000,1,1,1,43,-1,-1,-1,-1,-1,-1,25916,14187,56573,81414,62063,14122,14187,56717,81414,62063,14122,25417,0
8004,160000,1,2,2,30,0,-1,-1,0,-1,-1,2720,1280,5850,150,1240,0,1280,5850,0,1240,0,0,0
8005,180000,1,2,1,42,0,0,0,0,0,0,27884,28958,29864,30632,31274,32144,1526,1432,1200,1072,1326,704,1
8006,260000,2,2,1,32,0,0,0,0,0,0,243742,237204,238314,219634,186841,189010,8017,8117,14044,5410,5855,5254,0
8007,80000,2,2,2,27,0,0,0,0,0,0,73684,68883,45257,45981,46032,46192,2896,1722,1619,1665,1700,1833,1
8008,360000,2,1,2,29,-1,-1,-1,0,0,0,357,3050,9118,19183,36842,10621,3050,9118,11000,30000,428,3166,1
8009,20000,2,1,2,25,-1,-1,-1,-1,-1,-2,2650,0,855,640,0,0,0,855,640,0,0,2742,0
8010,20000,1,1,2,28,0,0,0,-2,-2,-2,19849,20650,0,0,0,0,1650,0,0,0,0,0,0
8011,80000,2,3,1,28,0,0,0,0,0,0,75903,34137,32390,32651,32170,31493,2014,1705,2000,2000,3000,3000,0
8012,500000,1,1,2,32,0,-1,0,0,0,-1,18290,25287,24385,18168,4469,27796,25287,1037,363,89,27796,8000,0
8013,160000,1,1,1,55,0,0,0,0,0,0,152162,154715,155026,79051,81089,-311,6500,4270,2518,2994,0,0,0
8014,20000,2,1,2,22,0,0,0,0,0,0,12404,13694,14768,15518,16265,16706,1500,1300,1000,1000,711,1000,0
8015,330000,2,1,1,36,-1,-1,-1,-1,-1,-1,399,26,519,452,457,0,26,707,452,457,0,0,0
8016,80000,2,1,2,26,0,0,2,2,2,2,38174,40550,41577,41595,43264,43402,3000,2000,1000,2500,1000,2000,1
8017,220000,1,2,1,40,2,0,0,0,0,0,206473,208464,175407,175170,174726,175057,8027,6218,6220,6316,6504,6504,0
8018,230000,2,2,2,28,0,0,2,2,2,2,185399,198941,201358,204067,200720,212403,18150,7200,7500,0,15079,8000,0
8019,90000,2,2,2,25,0,0,0,0,0,0,81694,78656,78054,78116,75483,72821,3609,5000,4000,3315,7539,5000,0
8020,300000,1,3,1,61,-1,-1,-2,-1,2,2,274750,0,0,411,261,8561,0,0,411,0,8300,0,1
8021,30000,2,2,1,45,0,0,0,0,0,0,30488,30900,30480,31124,29333,30177,1600,1500,1100,1053,1320,967,1
8022,80000,2,2,1,40,2,2,2,2,0,0,78610,80666,82713,80838,49575,48354,3900,4000,0,1920,1800,1800,1
8023,60000,1,1,2,27,0,0,0,-2,-2,-2,10908,13331,0,0,0,0,8331,0,0,0,0,3860,0
8024,360000,1,5,1,31,0,0,0,0,0,0,275178,280535,82455,83359,85171,87046,7500,3500,2500,2500,2600,3000,0
8025,360000,1,1,2,27,-1,2,-1,-1,-1,-1,1809,400,2420,2540,0,346,0,2420,2540,0,346,604,0
8026,30000,2,2,2,23,0,0,0,2,0,0,10805,10527,12443,11949,12107,12907,1184,2100,0,500,1000,0,0
8027,190000,1,3,1,50,0,0,0,2,0,0,106410,108770,115325,112063,114484,121179,5491,9800,0,4300,8700,4500,0
8028,130000,2,2,1,45,0,0,0,0,0,2,128671,129901,127658,127362,128726,129081,7000,4710,4500,9400,3600,5500,0
8029,110000,2,1,2,34,0,0,0,0,0,0,110712,110988,98270,79402,80804,81024,4112,3648,2800,3100,3133,2800,0
8030,350000,2,2,1,46,-1,-1,-1,-1,-1,-1,13000,13576,15059,13000,25300,626,13576,15059,13000,25300,626,0,0
8031,50000,2,3,1,52,0,0,0,0,0,0,41140,41599,32533,23156,23782,24386,1500,1500,1000,1000,1000,1000,0
8032,130000,2,2,3,38,-1,-1,-1,0,0,-1,780,0,11836,7216,8826,390,0,11836,2000,2000,390,390,0
8033,50000,1,1,2,29,-1,2,2,2,2,0,53746,51631,50880,51034,46154,42852,0,5160,1753,0,1508,5000,1
8034,50000,1,2,2,25,0,0,-1,0,0,-1,27206,0,14805,14699,14999,497,0,14805,294,300,498,1003,0
8035,380000,2,2,2,31,0,0,0,0,0,0,200932,190991,175028,162699,138158,135920,10000,10000,5849,4570,5447,120000,0
8036,260000,2,1,2,30,0,0,0,0,0,0,162241,137320,126479,110217,102703,84519,5045,8016,5000,4000,4014,3000,0
8037,140000,2,2,2,28,-2,-2,-2,-2,-2,-2,-176,-176,-176,-176,-176,-176,0,0,0,0,0,652,0
8038,270000,2,1,2,36,-1,-1,-1,-1,-1,-1,3458,3833,9791,10532,6559,500,3833,9791,10532,6559,500,961,0
8039,30000,2,2,1,33,0,0,0,0,0,0,30147,28789,29885,30188,21647,22087,1554,1650,950,800,800,500,0
8040,240000,1,1,2,35,1,-2,-2,-2,-2,-2,220,0,0,0,0,0,0,0,0,0,0,0,0
8041,70000,1,3,2,32,0,0,0,0,0,0,65460,65721,45492,45482,46371,47603,2352,2030,1800,2000,2000,2000,1
8042,120000,1,1,1,50,2,2,2,0,0,2,38565,39997,39211,39917,42268,43192,2200,0,1500,3000,1600,1500,1
8043,160000,2,2,2,42,2,2,0,0,0,0,152630,95758,97251,98010,99669,101664,0,4385,3639,3762,3800,3897,1
8044,170000,1,3,2,36,-1,-1,-1,0,0,-1,396,5596,6953,16157,28856,4941,5596,6953,10000,15000,4941,22114,1
8045,380000,2,1,2,31,0,0,0,0,0,0,331697,332339,322995,314161,327945,289814,15000,15000,20019,20000,9934,9330,0
8046,160000,2,2,1,26,1,2,0,0,0,0,75628,72717,74651,70403,71890,73893,0,3211,2505,2612,3500,5000,0
8047,30000,1,2,2,39,2,3,2,2,2,3,27000,26286,26556,26818,29425,28662,0,1000,1000,3200,0,0,0
8048,260000,2,1,1,40,-2,-2,-2,-2,-2,-2,2095,781,3985,942,-18,3739,785,4004,946,0,3757,6119,0
8049,70000,1,2,2,41,2,2,2,3,3,2,34751,37683,40265,42306,41352,44342,3500,3500,3000,0,4000,2000,1
8050,240000,1,2,1,39,-1,-1,-1,-1,-1,-1,5357,4397,11204,3403,2223,1761,4437,11237,4293,2229,1766,591,0
8051,170000,2,2,1,43,0,-1,-1,-1,-1,-1,20699,11614,11487,14716,8172,8244,11614,11487,14743,8172,8244,13733,0
8052,30000,1,2,1,36,1,4,3,2,2,2,28083,27371,26645,25919,27535,28197,0,0,0,2038,1268,0,0
8053,90000,1,3,2,32,0,0,0,-1,-1,-2,87182,82741,68883,265,-613,-613,3045,1497,265,0,0,31000,0
8054,250000,1,2,2,25,2,0,0,0,0,0,28681,30615,33726,36823,34829,23994,3000,4000,4000,5000,4000,2000,0
8055,270000,2,2,2,25,0,0,0,0,0,0,23579,24613,25617,25434,25966,26486,1419,1423,910,942,951,1000,0
8056,130000,2,2,2,24,-2,-2,-2,-2,-2,-2,986,-14,4388,0,0,1109,0,4402,0,0,1109,4200,1
8057,360000,1,1,1,43,-1,2,-1,-1,-1,-1,20310,6588,11627,35765,9681,3002,34,12085,41879,10053,4016,505,0
8058,490000,1,1,1,35,0,0,0,0,0,0,23396,19454,17195,15691,14466,13908,1207,1107,507,1507,1500,3615,0
8059,110000,2,2,1,31,0,0,0,0,0,0,79126,76304,77783,79323,80563,78669,2782,2761,2770,2900,3000,2568,0
8060,100000,1,2,2,27,-2,-2,-2,-2,-2,-2,33628,35760,0,33333,0,0,36066,156,33333,0,0,0,0
8061,200000,1,3,1,28,-1,-1,-1,-1,-1,-2,1793,5189,8627,1530,-200,-200,5191,9003,1530,0,0,980,0
8062,50000,2,2,2,24,0,0,0,0,0,0,51261,51493,50136,20287,20281,20027,2600,2000,730,800,900,750,0
8063,220000,1,2,2,30,-1,0,0,-2,-2,-2,2501,2071,0,0,0,0,1000,0,0,0,0,0,0
8064,360000,1,3,2,41,2,-1,0,0,0,0,218,7022,9744,89215,98256,99145,7022,3001,80000,10500,5000,10000,0
8065,20000,2,2,1,51,-1,-1,-2,-2,-2,-2,10400,0,0,0,0,0,0,0,2000,0,0,0,0
8066,70000,2,2,1,44,0,0,0,0,0,0,79867,79593,29340,28026,28605,28705,2163,2000,2000,1000,5000,322,0
8067,180000,2,2,2,29,0,0,0,0,0,0,122024,123228,120339,122743,124893,126390,4500,4300,4200,4487,4087,3700,0
8068,50000,1,2,2,32,0,0,0,0,2,2,48934,25276,18588,19994,20258,19783,1602,1320,1718,729,0,397,0
8069,140000,2,1,2,28,0,-1,0,0,0,0,5845,10322,12830,13317,14936,18504,10322,5000,1000,2000,4000,4000,0
8070,220000,1,2,1,47,-2,-2,-2,-2,-2,-2,7625,8325,1497,0,0,7625,8334,1497,0,0,7625,2226,0
8071,150000,2,2,2,50,-1,-1,-1,-1,-1,-2,7890,8958,780,7500,0,0,8958,780,7500,0,0,0,0
8072,30000,1,2,2,33,0,-1,0,0,0,0,29574,26663,27731,56359,28847,13030,28000,2336,2000,2546,1000,0,0
8073,300000,2,2,1,32,0,0,0,0,-2,-2,170379,142384,72350,0,0,0,6600,3750,0,0,0,0,0
8074,420000,1,1,1,36,-1,2,-1,-1,-1,-1,860,430,2010,6058,160,580,0,2010,6058,160,1000,430,0
8075,80000,2,2,2,30,0,0,0,2,0,0,35738,37108,41012,40052,41110,42071,1946,4850,0,1700,1800,1800,0
8076,100000,2,3,2,46,1,-1,2,2,-1,0,0,203,203,0,7856,16544,203,0,0,7856,10000,865,0
8077,120000,2,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,997,1
8078,230000,2,1,2,38,0,0,0,0,0,0,25195,28652,32838,35511,26828,19887,10000,15000,6120,10000,6000,4000,0
8079,200000,2,2,1,28,-1,-1,-1,0,-1,-1,2816,316,632,316,316,316,316,632,0,316,316,316,0
8080,200000,1,1,2,29,-1,-1,-1,0,0,-1,389,389,1167,778,389,389,390,1168,1,1,390,778,0
